judul_listing,harga,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,lantai,carport,furnished,kecamatan,jarak_ke_pusat_kota,rasio_bangunan_tanah,luas_bangunan_per_lantai,sumber_data
412-Dijual Rumah Mewah Furnished 700 M2 di Villa Bukit Regency,8750000000,375.0,700.0,4.0,5.0,2.0,2.0,Furnished,Sambikerep,11.03,1.8666666666666667,350.0,rumah123
North West Garden ~ Citraland Utara 900 Juta An Ada Danau. Community Lounge. Rumah Bagus,900000000,40.0,59.0,2.0,2.0,2.0,1.0,Unfurnished,Sambikerep,11.03,1.475,29.5,rumah123
Rumah 3 LT Raya Lontar bisa untuk Usaha Traffic Tinggi,5700000000,264.0,550.0,6.0,7.0,3.0,2.0,Furnished,Sambikerep,4.05,2.0833333333333335,183.33333333333334,rumah123
Dijual Rumah Baru High Spec Pakuwon Indah The Mansion Rooftop Jacuzzi Surabaya Barat Rev.a855,7500000000,180.0,450.0,4.0,5.0,3.0,2.0,Unfurnished,Sambikerep,11.03,2.5,150.0,rumah123
Rumah Graha Natura Mewah Siap Huni Jual Cepat Murah,5500000000,432.0,500.0,3.0,4.0,2.0,2.0,Furnished,Sambikerep,4.05,1.1574074074074074,250.0,rumah123
Dijual Cepat Rumah Minimalis Graha Natura Free Ac!,6800000000,375.0,400.0,4.0,4.0,2.0,2.0,Unfurnished,Sambikerep,11.03,1.0666666666666667,200.0,rumah123
"Graha Natura 1,5M-An 3 Kamar Tidur Bonus 4 Ac",1600000000,60.0,64.0,3.0,2.0,2.0,1.0,Unfurnished,Sambikerep,11.03,1.0666666666666667,32.0,rumah123
Rumah 2 Lantai Minimalis 2 Master Bedroom Graha Natura Surabaya Barat Dekat Pakuwon Mall dan Citraland,7000000000,375.0,450.0,4.0,4.0,2.0,2.0,Unfurnished,Sambikerep,11.03,1.2,225.0,rumah123
Alam Hijau Gress,3100000000,120.0,195.0,4.0,4.0,2.0,1.0,Unfurnished,Sambikerep,11.65,1.625,97.5,rumah123
Forsale Rumah Citraland Strategis Siap Tinggal Surabaya Kota Rk 214,9250000000,300.0,500.0,6.0,7.0,2.0,,Unfurnished,Sambikerep,11.03,1.6666666666666667,250.0,rumah123
Forsale Rumah International Village Siap Huni Surabaya Kota Kha 63,2400000000,160.0,180.0,4.0,3.0,2.0,,Unfurnished,Sambikerep,11.03,1.125,90.0,rumah123
Dijual Rmh di Northwest Park Citraland Utarasurabaya Barat,1950000000,130.0,90.0,3.0,2.0,2.0,,Unfurnished,Sambikerep,11.65,0.6923076923076923,45.0,rumah123
Dijual Rumah Baru Modern Minimalis Dekat Fresh Market Citraland,4250000000,153.0,249.0,4.0,3.0,2.0,1.0,Unfurnished,Sambikerep,11.03,1.6274509803921569,124.5,rumah123
For Sale Rumah Second Lebar 12Meter Siap Huni Citraland,6990000000,240.0,430.0,5.0,6.0,2.0,1.0,Semi Furnished,Sambikerep,11.03,1.7916666666666667,215.0,rumah123
Dijual Rumah Dialam Galaxy Surabaya Barat,2800000000,162.0,165.0,3.0,2.0,2.0,,Unfurnished,Sambikerep,11.65,1.0185185185185186,82.5,rumah123
Jualsewa Rmh di Graha Natura Sambikerep Surabaya Barat,6900000000,375.0,400.0,4.0,4.0,2.0,,Unfurnished,Sambikerep,11.65,1.0666666666666667,200.0,rumah123
Jual Rumah Baru Gress Minimalis di Woodland Surabaya Barat,4700000000,162.0,250.0,4.0,5.0,2.0,1.0,Unfurnished,Sambikerep,11.65,1.5432098765432098,125.0,rumah123
Aset Bank Rumah Strategis Double Way Gayung Kebonsari Surabaya,5900000000,706.0,192.0,2.0,2.0,1.0,3.0,Unfurnished,Gayungan,8.56,0.2719546742209632,192.0,rumah123
Murah Rumah Gayungsari Barat. Dkat Masjid Al Akbar dan Trans Icon,3600000000,360.0,450.0,5.0,5.0,2.0,2.0,Semi Furnished,Gayungan,8.56,1.25,225.0,rumah123
For Sale Rumah Cantik Luas Strategis di Gayungsari Surabaya Kota Jm 03,20000000000,720.0,350.0,5.0,3.0,1.0,,Unfurnished,Gayungan,8.56,0.4861111111111111,350.0,rumah123
Forsale Rumah Gayungsari Strategis Siap Huni Surabaya Kota Jm 03,20000000000,720.0,350.0,5.0,3.0,1.0,,Unfurnished,Gayungan,8.56,0.4861111111111111,350.0,rumah123
Dijual Rumah Luas Strategis Gayungsari Surabaya Kota Jm 03,20000000000,720.0,350.0,5.0,3.0,1.0,,Unfurnished,Gayungan,8.56,0.4861111111111111,350.0,rumah123
"Jual Rumah di Menanggal Dekat Cito Mall, Trans Icon",1500000000,157.0,157.0,3.0,2.0,1.0,,Unfurnished,Gayungan,8.56,1.0,157.0,rumah123
Rumah di Gayungsari,2950000000,200.0,150.0,3.0,1.0,1.0,1.0,Unfurnished,Gayungan,8.56,0.75,150.0,rumah123
Rumah di Gayungkebonsari Surabaya,11000000000,504.0,750.0,5.0,6.0,2.0,2.0,Unfurnished,Gayungan,8.56,1.4880952380952381,375.0,rumah123
Rumah Murah Minimalis Modern Lokasi Kebonsari Jambangan Surabaya Selatan,1200000000,90.0,160.0,4.0,3.0,2.0,1.0,Semi Furnished,Gayungan,8.91,1.7777777777777777,80.0,rumah123
Murah Blok Depan Central Park A Yani Siap Huni Minimalis,4000000000,198.0,200.0,3.0,4.0,3.0,1.0,Semi Furnished,Gayungan,8.56,1.0101010101010102,66.66666666666667,rumah123
Forsale Turun Harga Rumah Gayungsari Strategis Surabaya Fd 270,5600000000,275.0,400.0,5.0,5.0,1.0,2.0,Unfurnished,Gayungan,8.56,1.4545454545454546,400.0,rumah123
Rumah Gayung Kebonsari Terawat Siap Huni Semi Furnish Bagus,2750000000,136.0,140.0,4.0,3.0,2.0,2.0,Semi Furnished,Gayungan,8.56,1.0294117647058822,70.0,rumah123
Rumah Baru Di Sekitar Gayungsari,2250000000,96.0,90.0,2.0,3.0,2.0,2.0,Furnished,Gayungan,8.56,0.9375,45.0,rumah123
Dijual Rumah Gayungsari Barat Tropical Modern,3200000000,154.0,250.0,4.0,4.0,2.0,,Unfurnished,Gayungan,8.56,1.6233766233766234,125.0,rumah123
Rumah Gayungsari 2 Lantai Dekat Trans Icon dan Masjid Agung,4700000000,350.0,350.0,4.0,4.0,2.0,1.0,Furnished,Gayungan,8.56,1.0,175.0,rumah123
Dijual Rumah Baru Gayungsari Barat Surabaya Selatan Dekat Masjid Al Akbar,3100000000,137.0,225.0,4.0,3.0,2.0,3.0,Unfurnished,Gayungan,8.56,1.6423357664233578,112.5,rumah123
Dijual Rumah 1 Lantai Pangesangan Siap Huni SHM,2700000000,198.0,150.0,,2.0,1.0,1.0,Unfurnished,Gayungan,8.56,0.7575757575757576,150.0,rumah123
Dijual Murah Rumah di Jalan Gayungsari Surabaya,3300000000,260.0,260.0,3.0,3.0,1.0,,Unfurnished,Gayungan,8.56,1.0,260.0,rumah123
Rumah Siap Huni Grand Royal Regency Area Bundaran Waru,890000000,77.0,75.0,2.0,2.0,2.0,1.0,Furnished,Gayungan,8.56,0.974025974025974,37.5,rumah123
Rumah Nol Jalan Raya Area Komersil Raya Tenggilis,9000000000,525.0,450.0,6.0,5.0,1.0,3.0,Unfurnished,Tenggilis Mejoyo,6.9,0.8571428571428571,450.0,rumah123
Dijual Rungkut Mejoyo Selatan Dekat Univ Ubaya,2500000000,200.0,200.0,5.0,4.0,1.0,1.0,Unfurnished,Tenggilis Mejoyo,7.18,1.0,200.0,rumah123
Dijual rumah lama hitung tanah Tenggilis Mejoyo Dekat Univ UBAYA,1600000000,200.0,150.0,4.0,2.0,2.0,1.0,Unfurnished,Tenggilis Mejoyo,6.51,0.75,75.0,rumah123
Dijual Rumah tinggal lokasi komersial  Double Way Jl Raya Kendangsari Surabaya.,17000000000,1000.0,1080.0,4.0,4.0,2.0,5.0,Unfurnished,Tenggilis Mejoyo,6.9,1.08,540.0,rumah123
Rumah Baru Modern Minimalis**Lokasi Kendangsari Tenggilis Mejoyo Surabaya*,550000000,41.0,82.0,3.0,2.0,2.0,1.0,Unfurnished,Tenggilis Mejoyo,4.05,2.0,41.0,rumah123
Tenggilis Utara Rumah Siap Huni Furnish,2900000000,200.0,150.0,4.0,4.0,1.0,1.0,Unfurnished,Tenggilis Mejoyo,6.9,0.75,150.0,rumah123
Rumah Murah Hitung Tanah Area Tenggilis Rungkut Fnl Nirwana Eksekutif,1750000000,288.0,160.0,6.0,2.0,2.0,2.0,Unfurnished,Tenggilis Mejoyo,6.9,0.5555555555555556,80.0,rumah123
Rumah Dijual di Tenggilis Mejoyo Surabaya,3200000000,216.0,180.0,4.0,3.0,2.0,,Unfurnished,Tenggilis Mejoyo,6.86,0.8333333333333334,90.0,rumah123
Dijual Rumah Prapen Persada Mas Tenggilis Mejoyo Surabaya Ron.a563,5600000000,300.0,380.0,5.0,4.0,2.0,1.0,Unfurnished,Tenggilis Mejoyo,6.9,1.2666666666666666,190.0,rumah123
Dijual Rumah Tenggilis Lama Tenggilis Mejoyo Surabaya Ron.a543,1600000000,195.0,320.0,6.0,3.0,2.0,,Unfurnished,Tenggilis Mejoyo,6.9,1.641025641025641,160.0,rumah123
Dijual Rumah Prapen Indah,7800000000,600.0,400.0,4.0,2.0,,1.0,Unfurnished,Tenggilis Mejoyo,6.83,0.6666666666666666,,rumah123
Rumah Dijual di Tenggilis Mejoyo Surabaya,2900000000,246.0,200.0,7.0,3.0,2.0,,Unfurnished,Tenggilis Mejoyo,7.21,0.8130081300813008,100.0,rumah123
"Rumah Bagus SHM di Panjang Jiwo Permai, Surabaya",2750000000,240.0,200.0,4.0,2.0,1.0,,Unfurnished,Tenggilis Mejoyo,6.9,0.8333333333333334,200.0,rumah123
Dijual Rumah Furnished LT 600 M² Jemursari Selatan Rev.a1019,6600000000,600.0,480.0,5.0,2.0,1.0,3.0,Furnished,Tenggilis Mejoyo,6.9,0.8,480.0,rumah123
Rumah 1 Lantai Siap Huni Kendangsari Hadap Timur,2499000000,225.0,225.0,4.0,2.0,1.0,,Unfurnished,Tenggilis Mejoyo,6.83,1.0,225.0,rumah123
Rumah Baru Kutisari Indah Utara Scandinavian Style Modern&Nyaman,1050000000,67.0,82.0,3.0,2.0,1.0,,Unfurnished,Tenggilis Mejoyo,8.99,1.2238805970149254,82.0,rumah123
Rumah di Tenggilis Surabaya,1450000000,69.0,80.0,3.0,2.0,2.0,1.0,Unfurnished,Tenggilis Mejoyo,6.9,1.1594202898550725,40.0,rumah123
Rumah di Tenggilis Utara,2950000000,144.0,230.0,4.0,3.0,2.0,1.0,Unfurnished,Tenggilis Mejoyo,6.9,1.5972222222222223,115.0,rumah123
Dijual Rumah Minimalis Bangkingan Lakarsantri Surabaya,435000000,45.0,40.0,2.0,1.0,1.0,,Unfurnished,Lakarsantri,13.71,0.8888888888888888,40.0,rumah123
Dijual Rumah Siap Huni 1 Miliaran di Permata Safira Regency Surabaya Barat,1500000000,98.0,140.0,3.0,2.0,2.0,1.0,Unfurnished,Lakarsantri,13.71,1.4285714285714286,70.0,rumah123
"Dijual Murah Rumah Siap Huni di Lakarsantri, Surabaya Barat",990000000,92.0,120.0,3.0,3.0,2.0,2.0,Unfurnished,Lakarsantri,13.71,1.3043478260869565,60.0,rumah123
"""Rumah Premium di The Greenlake 1 Surabaya - Nyaman & Strategis",6499000000,264.0,294.0,4.0,3.0,2.0,1.0,Unfurnished,Lakarsantri,12.98,1.1136363636363635,147.0,rumah123
Selat Golf Citraland,12500000000,300.0,550.0,5.0,6.0,3.0,1.0,Unfurnished,Lakarsantri,12.98,1.8333333333333333,183.33333333333334,rumah123
Taman Puspa Raya New Gress,3000000000,105.0,160.0,4.0,3.0,2.0,1.0,Unfurnished,Lakarsantri,12.98,1.5238095238095237,80.0,rumah123
Brand New House Citraland In Progress,12500000000,300.0,550.0,5.0,6.0,3.0,1.0,Unfurnished,Lakarsantri,12.98,1.8333333333333333,183.33333333333334,rumah123
Rumah Mewah di Royal Residence Surabaya Barat - Strategis,13500000000,450.0,1000.0,6.0,5.0,2.0,1.0,Semi Furnished,Lakarsantri,13.71,2.2222222222222223,500.0,rumah123
"Disewakan Rumah Garden Ville, Graha Natuta",2550000000,120.0,146.0,4.0,2.0,3.0,,Unfurnished,Lakarsantri,13.71,1.2166666666666666,48.666666666666664,rumah123
Dijual Rumah Wisata Bukit Mas Surabaya Barat,6500000000,375.0,369.0,4.0,3.0,1.0,,Unfurnished,Lakarsantri,13.71,0.984,369.0,rumah123
Rumah Somerset Citraland,5500000000,240.0,390.0,4.0,3.0,2.0,,Unfurnished,Lakarsantri,13.71,1.625,195.0,rumah123
Dijual Rumah Baru Gress 2 Lantai Citraland Surabaya Barat,3000000000,105.0,163.0,4.0,3.0,2.0,2.0,Furnished,Lakarsantri,13.71,1.5523809523809524,81.5,rumah123
Dijual Rumah Second 2 Lantai Terawat Siap Huni,5500000000,240.0,390.0,4.0,3.0,2.0,,Unfurnished,Lakarsantri,13.71,1.625,195.0,rumah123
For Sale Brand New House Citraland Utama,3650000000,135.0,213.0,4.0,5.0,2.0,2.0,Unfurnished,Lakarsantri,13.71,1.5777777777777777,106.5,rumah123
Dijual Rumah Baru Minimalis Citraland Siap Huni,6500000000,180.0,380.0,5.0,5.0,3.0,2.0,Semi Furnished,Lakarsantri,13.71,2.111111111111111,126.66666666666667,rumah123
Rumah 2 Lantai SHGB LT 144 m2 LB 200 m2 Du Lyon Wisata Bukit Mas,2500000000,144.0,200.0,5.0,4.0,2.0,,Semi Furnished,Lakarsantri,13.69,1.3888888888888888,100.0,rumah123
0037-Dijual Rumah Mewah di Bukit Golf Internasional Citraland,8500000000,300.0,475.0,5.0,6.0,2.0,2.0,Unfurnished,Lakarsantri,13.71,1.5833333333333333,237.5,rumah123
Dijual Rumah Mansion Nine Dekat Citraland Utama dan Pakuwon Mall Surabaya Barat,1500000000,72.0,105.0,3.0,3.0,2.0,,Semi Furnished,Lakarsantri,13.71,1.4583333333333333,52.5,rumah123
Termurah Rumah Ex Kantor Citra Sentosa Lakarsantri,880000000,165.0,240.0,1.0,1.0,1.0,,Unfurnished,Lakarsantri,13.71,1.4545454545454546,240.0,rumah123
"Rumah Darmo Permai Selatan Surabaya, Strategis & Luas",2600000000,200.0,120.0,3.0,2.0,1.0,1.0,Unfurnished,Dukuh Pakis,6.71,0.6,120.0,rumah123
Rumah Siap Huni Bagus SHM di Taman Simpang Darmo Permai,3900000000,277.0,200.0,4.0,2.0,1.0,,Unfurnished,Dukuh Pakis,6.18,0.7220216606498195,200.0,rumah123
Rumah 2 Lantai Commercial Area di Darmo Permai Selatan,5200000000,315.0,400.0,5.0,3.0,2.0,,Unfurnished,Dukuh Pakis,6.18,1.2698412698412698,200.0,rumah123
Dijual Rumah Mewah - Graha Famili Blok G,20000000000,390.0,600.0,5.0,5.0,3.0,2.0,Semi Furnished,Dukuh Pakis,6.18,1.5384615384615385,200.0,rumah123
Rumah 2 Lantai Villa Bukit Mas Cluster Mediterania Dekat Pintu Tol Surabaya,4300000000,240.0,300.0,5.0,5.0,2.0,2.0,Furnished,Dukuh Pakis,6.18,1.25,150.0,rumah123
Dijual Rumah Graha Family Surabaya Blok Favorite Bagus,13500000000,375.0,400.0,4.0,4.0,2.0,2.0,Unfurnished,Dukuh Pakis,6.18,1.0666666666666667,200.0,rumah123
Dijual Rumah Hitung Tanah Kriskencana Sari Barat Dukuh Pakis Surabaya Ron.a1674,3400000000,240.0,190.0,3.0,1.0,1.0,,Unfurnished,Dukuh Pakis,6.18,0.7916666666666666,190.0,rumah123
Dijual Rumah Mewah di Darmo Hill Surabaya,25000000000,1080.0,850.0,6.0,6.0,2.0,,Unfurnished,Dukuh Pakis,5.72,0.7870370370370371,425.0,rumah123
Kupang Indah Hook,10750000000,735.0,1500.0,7.0,5.0,2.0,3.0,Unfurnished,Dukuh Pakis,6.18,2.0408163265306123,750.0,rumah123
Pakuwon Indah Rumah di Jalan Kembar,5500000000,230.0,250.0,4.0,5.0,2.0,1.0,Unfurnished,Dukuh Pakis,6.18,1.0869565217391304,125.0,rumah123
Wisata Bukit Mas 2 Cluster Palais,5000000000,330.0,300.0,5.0,5.0,2.0,2.0,Unfurnished,Dukuh Pakis,6.18,0.9090909090909091,150.0,rumah123
"Kupang Jaya, HGB, Murah",1200000000,144.0,100.0,2.0,4.0,1.0,,Unfurnished,Dukuh Pakis,6.71,0.6944444444444444,100.0,rumah123
"Rumah Cantik Siap Huni Di Darmo Hill, Surabaya",7000000000,263.0,350.0,4.0,3.0,2.0,2.0,Semi Furnished,Dukuh Pakis,6.18,1.3307984790874525,175.0,rumah123
Dijual Rumah Kupang Indah Hitung Tanah Minimalis Strategis Siap Huni,12500000000,998.0,500.0,5.0,4.0,1.0,,Unfurnished,Dukuh Pakis,6.18,0.501002004008016,500.0,rumah123
Rumah Mewah Villa Bukit Mas Cluster Paris (If),6000000000,374.0,375.0,4.0,3.0,2.0,1.0,Unfurnished,Dukuh Pakis,6.71,1.0026737967914439,187.5,rumah123
Disewakan Rumah Usaha 0 Jalan Raya Musi Surabaya Pusat dan Barat Dekat Mayjend Ciputra World Indragiri Tunjungan,20500000000,525.0,525.0,1.0,2.0,1.0,,Semi Furnished,Dukuh Pakis,6.18,1.0,525.0,rumah123
"Rumah 1 Lantai Terawat di Dukuh Kupang Timur, Surabaya Barat Dekat Universitas Wijaya Kusuma *",1450000000,180.0,144.0,3.0,2.0,1.0,1.0,Semi Furnished,Dukuh Pakis,6.18,0.8,144.0,rumah123
Dijual Murah Rumah Hook Furnish di Graha Famili Surabaya,20000000000,731.0,1000.0,5.0,4.0,2.0,,Furnished,Dukuh Pakis,6.18,1.3679890560875514,500.0,rumah123
"Rumah di Bintang Diponggo, Surabaya Lokasi Elite Tengah Kota Cw",8725000000,513.0,236.0,3.0,2.0,1.0,1.0,Unfurnished,Sawahan,2.47,0.4600389863547758,236.0,rumah123
Rumah Arjuna Tidar Lompobatang Petemon Hitung Tanah SHM Gudang,9000000000,795.0,560.0,4.0,2.0,1.0,4.0,Unfurnished,Sawahan,4.05,0.7044025157232704,560.0,rumah123
Rumah Dijual Jalan Pacuan Kuda Sawahan Surabaya,15000000000,400.0,410.0,7.0,4.0,1.0,,Unfurnished,Sawahan,3.83,1.025,410.0,rumah123
JUAL RUMAH MEDITERANIA BAGUS MEWAH SUDAH RENOVASI DI ARGOPURO,14800000000,589.0,423.0,5.0,4.0,2.0,1.0,Unfurnished,Sawahan,2.47,0.7181663837011885,211.5,rumah123
Dijual Rumah Dijalan Simo Katrungan Baru Surabaya,600000000,88.0,88.0,2.0,1.0,1.0,,Unfurnished,Sawahan,4.16,1.0,88.0,rumah123
Dijual Lokasi tengah kota Raya Anjasmoro Surabaya,42000000000,1120.0,550.0,8.0,3.0,1.0,6.0,Unfurnished,Sawahan,2.47,0.49107142857142855,550.0,rumah123
Rumah Komersial Merapi Dekat Arjuno. Surabaya Pusat.,16500000000,767.0,500.0,7.0,7.0,2.0,1.0,Unfurnished,Sawahan,4.01,0.651890482398957,250.0,rumah123
Rumah Dijual Putat Jaya Timur Sawahan Surabaya,750000000,84.0,84.0,10.0,2.0,2.0,,Unfurnished,Sawahan,4.3,1.0,42.0,rumah123
Jual Murah Hitung Tanah Area Kedung Anyar Sawahan Harga Nego,1250000000,135.0,135.0,3.0,2.0,1.0,,Unfurnished,Sawahan,2.96,1.0,135.0,rumah123
Dijual Rumah Dijalan Simo Gunung Barat Surabaya,1300000000,120.0,120.0,2.0,2.0,1.0,,Unfurnished,Sawahan,4.95,1.0,120.0,rumah123
Dijual Rumah SHM di Simo Sidomulyo Surabaya Pusat,1300000000,156.0,84.0,2.0,1.0,1.0,,Unfurnished,Sawahan,2.47,0.5384615384615384,84.0,rumah123
Dijual Dan Disewakan Rumah di Simolangit Siap Huni Baru Renov,2250000000,200.0,200.0,6.0,3.0,2.0,1.0,Unfurnished,Sawahan,2.47,1.0,100.0,rumah123
Rumah di Bintang Diponggo Surabaya Barat,9000000000,517.0,350.0,5.0,3.0,,,Unfurnished,Sawahan,4.01,0.6769825918762089,,rumah123
"Rumah Yang Nyaman Dengan Banyak Jendela Dan Sikulasi Udara Di Area Pusat Kota Surabaya, Jl Argopuro. Ke Mana2 Dekat",15000000000,620.0,600.0,5.0,4.0,2.0,2.0,Unfurnished,Sawahan,2.78,0.967741935483871,300.0,rumah123
Dijual Murah Rumah Banyu Urip Sawahan Surabaya,1300000000,140.0,110.0,3.0,1.0,1.0,1.0,Furnished,Sawahan,2.47,0.7857142857142857,110.0,rumah123
"Jual Murah Rumah di Raya Simo Gunung , Surabaya Barat",5000000000,354.0,314.0,6.0,3.0,2.0,6.0,Unfurnished,Sawahan,2.47,0.8870056497175142,157.0,rumah123
Dijual Asset Raya Pandegiling Surabaya Pusat,5300000000,297.0,305.0,9.0,5.0,1.0,,Unfurnished,Sawahan,4.01,1.026936026936027,305.0,rumah123
Rumah Raya Arjuna Strategis Komersial Pusat Kota,26700000000,992.0,800.0,1.0,1.0,1.0,,Unfurnished,Sawahan,2.47,0.8064516129032258,800.0,rumah123
"Rumah 1 Lantai Semi Furnish Pusat Kota Pakis Tirtoasri, Surabaya",4500000000,300.0,500.0,8.0,4.0,2.0,1.0,Semi Furnished,Sawahan,2.47,1.6666666666666667,250.0,rumah123
Jual Rumah Dekat Tengah Kota Ngagel Jaya Selatan,1700000000,201.0,201.0,5.0,2.0,1.0,1.0,Unfurnished,Gubeng,0.85,1.0,201.0,rumah123
Hunian Nyaman di Karang Menur Cocok Dibuat Hunian Maupun Kosan,1850000000,200.0,220.0,4.0,2.0,1.0,,Unfurnished,Gubeng,1.88,1.1,220.0,rumah123
"Dijual Rumah 1,5 Lantai di Mojoarum Siap Huni",2950000000,294.0,294.0,4.0,3.0,2.0,1.0,Unfurnished,Gubeng,1.88,1.0,147.0,rumah123
Jual Rumah Siap Huni Renov Bersih Layout Lega Pucang Anom,1500000000,144.0,144.0,5.0,3.0,1.0,1.0,Unfurnished,Gubeng,0.85,1.0,144.0,rumah123
Dijual Rumah Mewah Baru Kertajaya Surabaya Harga Nego,9100000000,340.0,450.0,6.0,7.0,2.0,4.0,Unfurnished,Gubeng,1.88,1.3235294117647058,225.0,rumah123
Dijual Cepat Rumah Area Premium Dekat Stasiun Gubeng Surabaya,12000000000,476.0,290.0,4.0,3.0,1.0,3.0,Unfurnished,Gubeng,1.88,0.6092436974789915,290.0,rumah123
"Rumah di Ngagel Tama, Lingkungan Nyaman Lokasi Strategis",1400000000,170.0,170.0,2.0,2.0,1.0,,Unfurnished,Gubeng,3.52,1.0,170.0,rumah123
0461 - Dijual Rumah JL Raya Menur 2 Lantai LT 420m KT 7 KM 3,9900000000,420.0,400.0,7.0,3.0,2.0,2.0,Unfurnished,Gubeng,2.49,0.9523809523809523,200.0,rumah123
Dijual Rumah Gubeng Kertajaya Surabaya,2750000000,252.0,148.0,,,1.0,,Unfurnished,Gubeng,1.88,0.5873015873015873,148.0,rumah123
Dijual Rumah Perum Dharma Indah Surabaya,2600000000,81.0,160.0,2.0,2.0,2.0,,Unfurnished,Gubeng,1.88,1.9753086419753085,80.0,rumah123
"Rumah Urban Mansion, Baru, Hadap Timur",1550000000,91.0,140.0,3.0,3.0,2.0,,Unfurnished,Gubeng,1.88,1.5384615384615385,70.0,rumah123
Dijual Rumah Perumahan Urban Mansion Surabaya,1550000000,91.0,140.0,3.0,3.0,2.0,,Unfurnished,Gubeng,1.88,1.5384615384615385,70.0,rumah123
Rumah Jl Sumatera Gubeng SHM Lokasi Strategis,14000000000,437.0,388.0,6.0,4.0,1.0,,Furnished,Gubeng,1.88,0.8878718535469108,388.0,rumah123
Kertajaya Indah Terawat Dan Mewah Modern Classic,37000000000,1834.0,571.0,5.0,5.0,1.0,2.0,Furnished,Gubeng,4.05,0.3113413304252999,571.0,rumah123
"Rumah di Kedung Tarukan Lokasi Favorit,Akses Mudah ke Segala Arah",3500000000,384.0,280.0,4.0,3.0,1.0,,Semi Furnished,Gubeng,1.54,0.7291666666666666,280.0,rumah123
Rumah Bratang Binangun. Dekat Ubaya Ngagel,3500000000,313.0,360.0,5.0,5.0,1.0,,Unfurnished,Gubeng,1.88,1.1501597444089458,360.0,rumah123
Jual Cepat Rumah Temgah Kota Surabaya Dkt Pasarturi Demak,4000000000,380.0,372.0,7.0,2.0,2.0,,Unfurnished,Gubeng,2.58,0.9789473684210527,186.0,rumah123
Dijual Disewakan Rumah Villa Bukit Regency Pakuwon Indah 5Kt 2Lt Furnish,10000000000,300.0,391.0,5.0,5.0,2.0,1.0,Unfurnished,Gubeng,2.58,1.3033333333333332,195.5,rumah123
Rumah 2 Lantai di Benowo Dekat Food Junction,700000000,52.0,100.0,2.0,3.0,2.0,2.0,Unfurnished,Benowo,4.05,1.9230769230769231,50.0,rumah123
Luas 120M2!! Dijual Rumah Perum Bukit Palma Citraland Dekat Rs Bdh,1300000000,120.0,60.0,3.0,2.0,1.0,1.0,Unfurnished,Benowo,13.34,0.5,60.0,rumah123
Jual Cepat Perum Gading Mutiara Permai Blok D3.,550000000,84.0,84.0,2.0,2.0,1.0,,Unfurnished,Benowo,16.46,1.0,84.0,rumah123
Rumah Unt Pasangan Muda. Tenang. Asri. Lokasi Bagus.row Jalan Lebar,950000000,90.0,120.0,,,2.0,1.0,Unfurnished,Benowo,13.75,1.3333333333333333,60.0,rumah123
Dijual Murah Rumah di Kandangan Rejo Surabaya Barat,350000000,62.0,62.0,2.0,1.0,1.0,1.0,Unfurnished,Benowo,13.75,1.0,62.0,rumah123
Dijual Rumah Dibawah Harga Pasar di Kendungrejo .Sememi Benowo .Surabaya Barat,500000000,90.0,90.0,2.0,1.0,2.0,1.0,Unfurnished,Benowo,13.75,1.0,45.0,rumah123
Ljm 0086 Dijual Rumah Baru Siap Huni Area Benowo Surabaya Barat Harga Start 650 Jutaan,650000000,90.0,70.0,2.0,,1.0,1.0,Semi Furnished,Benowo,13.75,0.7777777777777778,70.0,rumah123
Dijual Rumah Hook di Tengger Kandangan Surabaya,950000000,157.0,36.0,2.0,1.0,1.0,1.0,Unfurnished,Benowo,10.06,0.22929936305732485,36.0,rumah123
Dijual Rumah Siap Huni di Kendung Rejo Benowo Surabaya,525000000,90.0,90.0,2.0,1.0,2.0,1.0,Unfurnished,Benowo,13.75,1.0,45.0,rumah123
Rumah 1 Lantai Siap Huni Pakal Benowo Surabaya,2000000000,303.0,303.0,6.0,4.0,1.0,1.0,Unfurnished,Benowo,13.75,1.0,303.0,rumah123
Rumah Citraland Greenhill Citraland Utara,3400000000,180.0,225.0,5.0,4.0,1.0,3.0,Unfurnished,Benowo,13.75,1.25,225.0,rumah123
*Toko di Griya Benowo Indah Ii Urgent*,900000000,105.0,105.0,3.0,1.0,1.0,1.0,Unfurnished,Benowo,13.35,1.0,105.0,rumah123
Dijual Rumah Strategis Siap Huni di Northwest Surabaya Kota Fd 262,1400000000,72.0,103.0,4.0,3.0,2.0,,Unfurnished,Benowo,13.75,1.4305555555555556,51.5,rumah123
Rumah Bagus Baru Renov Sememi Rejoasri Benowo,500000000,62.0,40.0,2.0,1.0,1.0,,Unfurnished,Benowo,13.35,0.6451612903225806,40.0,rumah123
Rumah Baru Gresslokasi Pondok Benowo Indah Surabaya,850000000,97.0,140.0,3.0,3.0,2.0,1.0,Unfurnished,Benowo,4.05,1.443298969072165,70.0,rumah123
Dijual Rumah di Perumahan Tengger Kandangan Surabaya,1100000000,119.0,200.0,4.0,3.0,2.0,,Unfurnished,Benowo,13.75,1.680672268907563,100.0,rumah123
